Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,Dominant Pollutant
United States of America,Warner Robins,72,Moderate,1,Good,72,Moderate,3,Good,39,Good,32.5961,-83.6527,Ozone AQI Value
United States of America,Wausau,57,Moderate,1,Good,27,Good,1,Good,57,Moderate,44.962,-89.6459,PM2.5 AQI Value
Germany,Erftstadt,54,Moderate,1,Good,35,Good,3,Good,54,Moderate,50.8167,6.7667,PM2.5 AQI Value
Italy,Fasano,55,Moderate,1,Good,51,Moderate,1,Good,55,Moderate,40.8333,17.3667,PM2.5 AQI Value
United States of America,Findlay,39,Good,2,Good,27,Good,6,Good,39,Good,41.0469,-83.6379,PM2.5 AQI Value
Italy,Fossano,109,Unhealthy for Sensitive Groups,2,Good,23,Good,5,Good,109,Unhealthy for Sensitive Groups,44.55,7.7333,PM2.5 AQI Value
Germany,Friedrichshafen,46,Good,2,Good,26,Good,6,Good,46,Good,47.65,9.4833,PM2.5 AQI Value
Indonesia,Madiun,169,Unhealthy,6,Good,3,Good,20,Good,169,Unhealthy,-7.63,111.5231,PM2.5 AQI Value
India,Malappuram,132,Unhealthy for Sensitive Groups,3,Good,16,Good,6,Good,132,Unhealthy for Sensitive Groups,11.0588,76.0693,PM2.5 AQI Value
Philippines,Mamburao,34,Good,1,Good,18,Good,0,Good,34,Good,13.2233,120.596,PM2.5 AQI Value
Philippines,Mankayan,31,Good,1,Good,21,Good,3,Good,31,Good,16.8567,120.7933,PM2.5 AQI Value
Cuba,Mantua,37,Good,0,Good,37,Good,0,Good,15,Good,22.2908,-84.2875,Ozone AQI Value
Cuba,Mantua,37,Good,0,Good,37,Good,0,Good,15,Good,39.7618,-75.1686,Ozone AQI Value
Iran (Islamic Republic of),Marand,86,Moderate,1,Good,44,Good,0,Good,86,Moderate,38.4331,45.7686,PM2.5 AQI Value
Turkey,Mardin,58,Moderate,1,Good,46,Good,0,Good,58,Moderate,37.3131,40.735,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,Clydebank,37,Good,1,Good,35,Good,1,Good,37,Good,55.8997,-4.4006,PM2.5 AQI Value
United States of America,Cocoa,63,Moderate,1,Good,63,Moderate,2,Good,30,Good,28.382,-80.7675,Ozone AQI Value
United States of America,Coffeyville,52,Moderate,1,Good,45,Good,1,Good,52,Moderate,37.0519,-95.618,PM2.5 AQI Value
Honduras,Comayagua,55,Moderate,1,Good,21,Good,0,Good,55,Moderate,14.4522,-87.6383,PM2.5 AQI Value
United States of America,Culver City,131,Unhealthy for Sensitive Groups,3,Good,12,Good,28,Good,131,Unhealthy for Sensitive Groups,34.0058,-118.3968,PM2.5 AQI Value
Brazil,Piraquara,40,Good,1,Good,17,Good,1,Good,40,Good,-25.4419,-49.0628,PM2.5 AQI Value
United States of America,Pooler,76,Moderate,2,Good,76,Moderate,2,Good,38,Good,32.1043,-81.2569,Ozone AQI Value
Mexico,Progreso,60,Moderate,1,Good,28,Good,0,Good,60,Moderate,-34.665,-56.2194,PM2.5 AQI Value
Mexico,Progreso,60,Moderate,1,Good,28,Good,0,Good,60,Moderate,32.5842,-115.5842,PM2.5 AQI Value
Mexico,Progreso,60,Moderate,1,Good,28,Good,0,Good,60,Moderate,21.28,-89.67,PM2.5 AQI Value
Chile,Puerto Varas,23,Good,1,Good,23,Good,1,Good,17,Good,-41.3167,-72.9833,Ozone AQI Value
Poland,Radom,44,Good,1,Good,44,Good,0,Good,38,Good,51.4036,21.1567,Ozone AQI Value
India,Raipur,169,Unhealthy,1,Good,30,Good,2,Good,169,Unhealthy,21.25,81.63,PM2.5 AQI Value
India,Raipur,169,Unhealthy,1,Good,30,Good,2,Good,169,Unhealthy,25.4226,86.8498,PM2.5 AQI Value
United States of America,Opelika,49,Good,1,Good,49,Good,3,Good,49,Good,32.6612,-85.3769,Ozone AQI Value
Belarus,Orsha,36,Good,1,Good,36,Good,0,Good,20,Good,54.5092,30.4258,Ozone AQI Value
Portugal,Ovar,41,Good,0,Good,41,Good,0,Good,20,Good,40.8667,-8.6333,Ozone AQI Value
Philippines,Padada,89,Moderate,1,Good,13,Good,3,Good,89,Moderate,6.6333,125.35,PM2.5 AQI Value
United States of America,Palmdale,64,Moderate,1,Good,38,Good,5,Good,64,Moderate,34.5944,-118.1057,PM2.5 AQI Value
Brazil,Palmital,50,Good,1,Good,24,Good,0,Good,50,Good,-22.7889,-50.2175,PM2.5 AQI Value
Brazil,Palmital,50,Good,1,Good,24,Good,0,Good,50,Good,-24.8928,-52.2028,PM2.5 AQI Value
Brazil,Pelotas,21,Good,0,Good,21,Good,1,Good,19,Good,-31.7719,-52.3425,Ozone AQI Value
Canada,Peterborough,38,Good,1,Good,25,Good,0,Good,38,Good,52.5662,-0.2366,PM2.5 AQI Value
Canada,Peterborough,38,Good,1,Good,25,Good,0,Good,38,Good,44.3,-78.3167,PM2.5 AQI Value
Canada,Peterborough,38,Good,1,Good,25,Good,0,Good,38,Good,-32.9667,138.8333,PM2.5 AQI Value
United States of America,Morris,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,40.7959,-74.4945,PM2.5 AQI Value
United States of America,Morris,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,41.3749,-88.4304,PM2.5 AQI Value
Japan,Naka,74,Moderate,1,Good,74,Moderate,1,Good,27,Good,36.4574,140.4868,Ozone AQI Value
United States of America,Nanuet,60,Moderate,1,Good,25,Good,11,Good,60,Moderate,41.0957,-74.0155,PM2.5 AQI Value
United States of America,Naugatuck,53,Moderate,1,Good,29,Good,8,Good,53,Moderate,41.489,-73.0518,PM2.5 AQI Value
Japan,Niiza,62,Moderate,1,Good,62,Moderate,3,Good,41,Good,35.7935,139.5653,Ozone AQI Value
United States of America,North Miami Beach,57,Moderate,1,Good,12,Good,13,Good,57,Moderate,25.9302,-80.1659,PM2.5 AQI Value
Italy,Novi Ligure,56,Moderate,1,Good,33,Good,3,Good,56,Moderate,44.7592,8.7856,PM2.5 AQI Value
Netherlands,Oldebroek,33,Good,0,Good,33,Good,1,Good,27,Good,52.45,5.9,Ozone AQI Value
India,Takhatgarh,187,Unhealthy,0,Good,34,Good,0,Good,187,Unhealthy,25.33,73.0,PM2.5 AQI Value
Brazil,Tanabi,29,Good,1,Good,12,Good,2,Good,29,Good,-20.6258,-49.6489,PM2.5 AQI Value
Philippines,Tanauan,63,Moderate,1,Good,23,Good,0,Good,63,Moderate,14.0833,121.15,PM2.5 AQI Value
Philippines,Tanauan,63,Moderate,1,Good,23,Good,0,Good,63,Moderate,11.1167,125.0167,PM2.5 AQI Value
Indonesia,Tasikmalaya,56,Moderate,1,Good,27,Good,0,Good,56,Moderate,-7.3161,108.1975,PM2.5 AQI Value
United States of America,Temple,41,Good,0,Good,22,Good,2,Good,41,Good,31.1068,-97.3891,PM2.5 AQI Value
Canada,Timmins,56,Moderate,1,Good,33,Good,0,Good,56,Moderate,48.4667,-81.3333,PM2.5 AQI Value
Japan,Toba,50,Good,1,Good,50,Good,1,Good,22,Good,34.4813,136.8434,Ozone AQI Value
United States of America,Virginia Beach,46,Good,1,Good,46,Good,2,Good,26,Good,36.7335,-76.0435,Ozone AQI Value
Russian Federation,Vostochnyy,51,Moderate,1,Good,27,Good,12,Good,51,Moderate,39.9222,69.65,PM2.5 AQI Value
United States of America,Wantagh,58,Moderate,1,Good,27,Good,12,Good,58,Moderate,40.6686,-73.5104,PM2.5 AQI Value
Nigeria,Warri,202,Very Unhealthy,16,Good,1,Good,8,Good,202,Very Unhealthy,5.5167,5.75,PM2.5 AQI Value
Spain,Tortosa,42,Good,0,Good,42,Good,0,Good,23,Good,40.8125,0.5211,Ozone AQI Value
Italy,Travagliato,62,Moderate,1,Good,36,Good,3,Good,62,Moderate,45.524,10.0797,PM2.5 AQI Value
Brazil,Trindade,23,Good,0,Good,15,Good,0,Good,23,Good,-16.6581,-49.4836,PM2.5 AQI Value
Brazil,Trindade,23,Good,0,Good,15,Good,0,Good,23,Good,0.3,6.6833,PM2.5 AQI Value
Brazil,Trindade,23,Good,0,Good,15,Good,0,Good,23,Good,-7.7619,-40.2678,PM2.5 AQI Value
Czechia,Trutnov,45,Good,1,Good,23,Good,2,Good,45,Good,50.5606,15.9131,PM2.5 AQI Value
Turkey,Turgutlu,42,Good,1,Good,42,Good,1,Good,32,Good,38.5,27.7,Ozone AQI Value
Russian Federation,Ustyuzhna,25,Good,1,Good,25,Good,0,Good,17,Good,58.8333,36.4333,Ozone AQI Value
France,Vanves,35,Good,1,Good,27,Good,3,Good,35,Good,48.8208,2.2897,PM2.5 AQI Value
Russian Federation,Verkhnyaya Salda,37,Good,1,Good,37,Good,0,Good,26,Good,58.0456,60.5533,Ozone AQI Value
Nigeria,Onitsha,213,Very Unhealthy,11,Good,8,Good,11,Good,213,Very Unhealthy,6.1667,6.7833,PM2.5 AQI Value
Romania,Otopeni,63,Moderate,1,Good,42,Good,4,Good,63,Moderate,44.55,26.07,PM2.5 AQI Value
Brazil,Pacaembu,29,Good,1,Good,11,Good,0,Good,29,Good,-21.5622,-51.2606,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,Paisley,25,Good,1,Good,25,Good,4,Good,22,Good,55.8456,-4.4239,Ozone AQI Value
United States of America,Palm Harbor,45,Good,1,Good,37,Good,7,Good,45,Good,28.0847,-82.7481,PM2.5 AQI Value
Thailand,Prachuap Khiri Khan,28,Good,0,Good,17,Good,0,Good,28,Good,11.8167,99.8,PM2.5 AQI Value
nan,Puerto Princesa,25,Good,1,Good,23,Good,0,Good,25,Good,9.75,118.75,PM2.5 AQI Value
Colombia,Puerto Wilches,55,Moderate,2,Good,6,Good,2,Good,55,Moderate,7.35,-73.9,PM2.5 AQI Value
Italy,Qualiano,51,Moderate,1,Good,51,Moderate,1,Good,35,Good,40.9167,14.15,Ozone AQI Value
India,Raisen,153,Unhealthy,1,Good,36,Good,0,Good,153,Unhealthy,23.33,77.8,PM2.5 AQI Value
Finland,Raisio,29,Good,1,Good,29,Good,3,Good,9,Good,60.4858,22.1692,Ozone AQI Value
Estonia,Rakvere,28,Good,1,Good,28,Good,1,Good,12,Good,59.35,26.35,Ozone AQI Value
Poland,Rawa Mazowiecka,32,Good,1,Good,32,Good,1,Good,32,Good,51.7658,20.2533,Ozone AQI Value
Italy,Reggello,40,Good,1,Good,40,Good,1,Good,23,Good,43.6833,11.5333,Ozone AQI Value
Germany,Renningen,33,Good,1,Good,27,Good,2,Good,33,Good,48.7661,8.9347,PM2.5 AQI Value
United States of America,Richton Park,68,Moderate,2,Good,18,Good,15,Good,68,Moderate,41.4816,-87.7387,PM2.5 AQI Value
United States of America,Rockville,54,Moderate,1,Good,30,Good,5,Good,54,Moderate,39.0834,-77.1553,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,Royal Tunbridge Wells,28,Good,1,Good,23,Good,6,Good,28,Good,51.132,0.263,PM2.5 AQI Value
Russian Federation,Rzhev,32,Good,0,Good,32,Good,0,Good,10,Good,56.25,34.3167,Ozone AQI Value
Italy,Saluzzo,60,Moderate,1,Good,20,Good,3,Good,60,Moderate,44.6453,7.4906,PM2.5 AQI Value
United States of America,Westbrook,49,Good,1,Good,49,Good,2,Good,26,Good,43.6954,-70.3539,Ozone AQI Value
Uganda,Wobulenzi,85,Moderate,3,Good,19,Good,1,Good,85,Moderate,0.72,32.53,PM2.5 AQI Value
Germany,Wolfhagen,32,Good,0,Good,28,Good,1,Good,32,Good,51.3167,9.1667,PM2.5 AQI Value
United States of America,Wooster,55,Moderate,1,Good,41,Good,2,Good,55,Moderate,40.8172,-81.9336,PM2.5 AQI Value
Nigeria,Yenagoa,164,Unhealthy,8,Good,16,Good,6,Good,164,Unhealthy,4.9267,6.2676,PM2.5 AQI Value
China,Yibin,151,Unhealthy,5,Good,88,Moderate,7,Good,151,Unhealthy,28.7596,104.64,PM2.5 AQI Value
Russian Federation,Yuzhnouralsk,39,Good,1,Good,39,Good,0,Good,14,Good,54.45,61.25,Ozone AQI Value
Brazil,Paracambi,163,Unhealthy,7,Good,0,Good,20,Good,163,Unhealthy,-22.6108,-43.7089,PM2.5 AQI Value
Benin,Parakou,60,Moderate,2,Good,18,Good,0,Good,60,Moderate,9.35,2.6167,PM2.5 AQI Value
Brazil,Paratinga,19,Good,0,Good,12,Good,1,Good,19,Good,-12.6908,-43.1839,PM2.5 AQI Value
Brazil,Passo Fundo,19,Good,0,Good,19,Good,0,Good,13,Good,-28.25,-52.4,Ozone AQI Value
Indonesia,Pati,79,Moderate,2,Good,67,Moderate,1,Good,79,Moderate,-6.7415,111.0347,PM2.5 AQI Value
France,Pau,33,Good,1,Good,33,Good,1,Good,24,Good,43.3,-0.37,Ozone AQI Value
United States of America,Pecan Grove,36,Good,0,Good,17,Good,7,Good,36,Good,29.6235,-95.733,PM2.5 AQI Value
Italy,Pietrasanta,41,Good,1,Good,41,Good,2,Good,16,Good,43.9452,10.2183,Ozone AQI Value
Philippines,Pililla,50,Good,1,Good,26,Good,1,Good,50,Good,14.4833,121.3,PM2.5 AQI Value
United States of America,Plantation,58,Moderate,1,Good,10,Good,15,Good,58,Moderate,26.1259,-80.2617,PM2.5 AQI Value
Spain,Plasencia,39,Good,0,Good,38,Good,1,Good,39,Good,40.0275,-6.0908,PM2.5 AQI Value
Germany,Plochingen,47,Good,1,Good,24,Good,3,Good,47,Good,48.7117,9.4164,PM2.5 AQI Value
Italy,Scordia,57,Moderate,1,Good,37,Good,1,Good,57,Moderate,37.3,14.85,PM2.5 AQI Value
United States of America,Seminole,42,Good,1,Good,40,Good,6,Good,42,Good,27.8435,-82.784,PM2.5 AQI Value
Russian Federation,Sergiyev Posad,32,Good,1,Good,32,Good,2,Good,21,Good,56.3,38.1333,Ozone AQI Value
Pakistan,Shujaabad,196,Unhealthy,1,Good,94,Moderate,1,Good,196,Unhealthy,29.8803,71.295,PM2.5 AQI Value
Germany,Sinzig,34,Good,0,Good,25,Good,3,Good,34,Good,50.5453,7.2519,PM2.5 AQI Value
Armenia,Artashat,56,Moderate,1,Good,38,Good,0,Good,56,Moderate,39.9539,44.5506,PM2.5 AQI Value
United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,48.4089,2.725,PM2.5 AQI Value
United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,41.4485,-82.0187,PM2.5 AQI Value
United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,39.7601,-86.3916,PM2.5 AQI Value
United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,41.7907,-72.8538,PM2.5 AQI Value
Ukraine,Balta,65,Moderate,1,Good,43,Good,0,Good,65,Moderate,47.9361,29.6225,PM2.5 AQI Value
India,Baragaon,324,Hazardous,1,Good,51,Moderate,1,Good,264,Very Unhealthy,25.1348,85.432,PM2.5 AQI Value
United States of America,Barstow,62,Moderate,1,Good,45,Good,3,Good,62,Moderate,34.8661,-117.0471,PM2.5 AQI Value
United States of America,Bay City,41,Good,1,Good,21,Good,5,Good,41,Good,43.5902,-83.8887,PM2.5 AQI Value
United States of America,Bay City,41,Good,1,Good,21,Good,5,Good,41,Good,28.9838,-95.9601,PM2.5 AQI Value
France,Bernissart,37,Good,1,Good,24,Good,3,Good,37,Good,50.4833,3.65,PM2.5 AQI Value
Germany,Birkenfeld,31,Good,0,Good,31,Good,1,Good,27,Good,48.8697,8.6361,Ozone AQI Value
Democratic Republic of the Congo,Bondo,74,Moderate,2,Good,10,Good,0,Good,74,Moderate,3.8167,23.6833,PM2.5 AQI Value
Central African Republic,Bouar,35,Good,2,Good,17,Good,0,Good,35,Good,5.95,15.6,PM2.5 AQI Value
Uganda,Bugiri,157,Unhealthy,5,Good,23,Good,1,Good,157,Unhealthy,0.5694,33.7486,PM2.5 AQI Value
Netherlands,Bunnik,40,Good,1,Good,26,Good,5,Good,40,Good,52.05,5.2333,PM2.5 AQI Value
Ecuador,Calceta,41,Good,1,Good,17,Good,2,Good,41,Good,-0.84,-80.17,PM2.5 AQI Value
Italy,Campobasso,40,Good,1,Good,40,Good,2,Good,29,Good,41.5667,14.6667,Ozone AQI Value
Brazil,Campos Novos,18,Good,0,Good,13,Good,1,Good,18,Good,-27.4019,-51.225,PM2.5 AQI Value
Brazil,Castelo,33,Good,1,Good,11,Good,1,Good,33,Good,-20.6039,-41.185,PM2.5 AQI Value
Lao People's Democratic Republic,Champasak,47,Good,0,Good,22,Good,0,Good,47,Good,14.8833,105.8667,PM2.5 AQI Value
Thailand,Chon Buri,51,Moderate,0,Good,21,Good,0,Good,51,Moderate,13.3611,100.985,PM2.5 AQI Value
United States of America,South Sioux City,55,Moderate,1,Good,14,Good,12,Good,55,Moderate,42.4627,-96.4125,PM2.5 AQI Value
Canada,Spruce Grove,41,Good,1,Good,10,Good,13,Good,41,Good,53.545,-113.9008,PM2.5 AQI Value
Germany,Stuttgart,38,Good,1,Good,23,Good,3,Good,38,Good,48.7775,9.18,PM2.5 AQI Value
United States of America,Sumter,55,Moderate,2,Good,14,Good,11,Good,55,Moderate,33.9392,-80.393,PM2.5 AQI Value
Mexico,Agua Prieta,70,Moderate,2,Good,15,Good,7,Good,70,Moderate,31.3258,-109.5489,PM2.5 AQI Value
Spain,Albal,34,Good,0,Good,34,Good,0,Good,19,Good,39.3972,-0.4156,Ozone AQI Value
Madagascar,Arivonimamo,21,Good,0,Good,21,Good,0,Good,17,Good,-19.0333,47.1667,Ozone AQI Value
United States of America,Vadnais Heights,52,Moderate,1,Good,32,Good,5,Good,52,Moderate,45.057,-93.0748,PM2.5 AQI Value
Finland,Vammala,34,Good,1,Good,34,Good,0,Good,17,Good,61.3417,22.9083,Ozone AQI Value
Finland,Varkaus,32,Good,1,Good,32,Good,0,Good,14,Good,62.3167,27.8917,Ozone AQI Value
Madagascar,Vavatenina,35,Good,1,Good,16,Good,0,Good,35,Good,-17.4667,49.2,PM2.5 AQI Value
Germany,Velen,56,Moderate,1,Good,16,Good,10,Good,56,Moderate,51.8939,6.9897,PM2.5 AQI Value
Russian Federation,Velsk,25,Good,1,Good,25,Good,0,Good,25,Good,61.0667,42.1167,Ozone AQI Value
Germany,Verl,70,Moderate,2,Good,35,Good,6,Good,70,Moderate,51.8831,8.5167,PM2.5 AQI Value
Germany,Ditzingen,62,Moderate,1,Good,26,Good,3,Good,62,Moderate,48.8264,9.0667,PM2.5 AQI Value
Canada,Duncan,29,Good,1,Good,29,Good,3,Good,18,Good,48.7787,-123.7079,Ozone AQI Value
Canada,Duncan,29,Good,1,Good,29,Good,3,Good,18,Good,34.5408,-97.9215,Ozone AQI Value
United States of America,East Bridgewater,38,Good,1,Good,23,Good,9,Good,38,Good,42.0352,-70.9424,PM2.5 AQI Value
Brazil,Itabaiana,51,Moderate,1,Good,14,Good,4,Good,51,Moderate,-10.685,-37.425,PM2.5 AQI Value
Brazil,Itabaiana,51,Moderate,1,Good,14,Good,4,Good,51,Moderate,-7.3289,-35.3328,PM2.5 AQI Value
Senegal,Matam,113,Unhealthy for Sensitive Groups,1,Good,15,Good,2,Good,113,Unhealthy for Sensitive Groups,15.6167,-13.3333,PM2.5 AQI Value
Brazil,Matozinhos,155,Unhealthy,6,Good,0,Good,6,Good,155,Unhealthy,-19.5578,-44.0808,PM2.5 AQI Value
India,Mauganj,216,Very Unhealthy,1,Good,43,Good,0,Good,216,Very Unhealthy,24.68,81.88,PM2.5 AQI Value
Russian Federation,Mayskiy,39,Good,1,Good,39,Good,1,Good,38,Good,43.65,44.0667,Ozone AQI Value
United States of America,Melbourne,39,Good,1,Good,22,Good,6,Good,39,Good,-37.8142,144.9631,PM2.5 AQI Value
United States of America,Melbourne,39,Good,1,Good,22,Good,6,Good,39,Good,28.1086,-80.6627,PM2.5 AQI Value
Poland,Miastko,32,Good,1,Good,32,Good,0,Good,29,Good,54.0167,16.9833,Ozone AQI Value
United States of America,Missoula,34,Good,1,Good,13,Good,6,Good,34,Good,46.8751,-114.0214,PM2.5 AQI Value
Pakistan,Mithi,196,Unhealthy,1,Good,37,Good,0,Good,196,Unhealthy,24.7333,69.8,PM2.5 AQI Value
Myanmar,Mogok,22,Good,0,Good,22,Good,0,Good,16,Good,22.9167,96.5,Ozone AQI Value
Switzerland,Montreux,54,Moderate,1,Good,27,Good,2,Good,54,Moderate,46.4333,6.9167,PM2.5 AQI Value
nan,Montrose,32,Good,0,Good,32,Good,1,Good,20,Good,38.4689,-107.859,Ozone AQI Value
nan,Montrose,32,Good,0,Good,32,Good,1,Good,20,Good,56.708,-2.467,Ozone AQI Value
United States of America,Lake Ronkonkoma,52,Moderate,1,Good,26,Good,13,Good,52,Moderate,40.8297,-73.1128,PM2.5 AQI Value
nan,Le Pradet,60,Moderate,1,Good,30,Good,6,Good,60,Moderate,43.1056,6.0233,PM2.5 AQI Value
India,Leh,30,Good,0,Good,30,Good,0,Good,17,Good,34.1642,77.5847,Ozone AQI Value
United States of America,Leisure City,58,Moderate,1,Good,16,Good,9,Good,58,Moderate,25.4935,-80.4363,PM2.5 AQI Value
Poland,Leszno,31,Good,1,Good,26,Good,2,Good,31,Good,51.8458,16.5806,PM2.5 AQI Value
United States of America,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate,38.1663,-85.6485,PM2.5 AQI Value
United States of America,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate,39.971,-105.1441,PM2.5 AQI Value
United States of America,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate,40.837,-81.2643,PM2.5 AQI Value
Czechia,Louny,51,Moderate,1,Good,23,Good,6,Good,51,Moderate,50.3571,13.7968,PM2.5 AQI Value
India,Malaut,500,Hazardous,1,Good,43,Good,2,Good,487,Hazardous,30.19,74.499,PM2.5 AQI Value
nan,Malibu,42,Good,2,Good,42,Good,6,Good,28,Good,34.037,-118.7839,Ozone AQI Value
Turkey,Manavgat,51,Moderate,2,Good,29,Good,3,Good,51,Moderate,36.7833,31.4333,PM2.5 AQI Value
Brazil,Maraial,36,Good,0,Good,16,Good,2,Good,36,Good,-8.8028,-35.8289,PM2.5 AQI Value
India,Katangi,153,Unhealthy,1,Good,38,Good,0,Good,153,Unhealthy,23.4412,79.7962,PM2.5 AQI Value
India,Katangi,153,Unhealthy,1,Good,38,Good,0,Good,153,Unhealthy,21.7737,79.8051,PM2.5 AQI Value
United States of America,Kennett,79,Moderate,2,Good,18,Good,8,Good,79,Moderate,36.2403,-90.0481,PM2.5 AQI Value
United States of America,Irondequoit,45,Good,1,Good,34,Good,5,Good,45,Good,43.2096,-77.5705,PM2.5 AQI Value
United States of America,Issaquah,64,Moderate,2,Good,16,Good,14,Good,64,Moderate,47.5439,-122.0471,PM2.5 AQI Value
Brazil,Itaberaba,16,Good,0,Good,11,Good,0,Good,16,Good,-12.5278,-40.3069,PM2.5 AQI Value
India,Jammalamadugu,54,Moderate,0,Good,26,Good,0,Good,54,Moderate,14.85,78.38,PM2.5 AQI Value
Cuba,Jatibonico,51,Moderate,1,Good,21,Good,2,Good,51,Moderate,21.9464,-79.1675,PM2.5 AQI Value
United States of America,Jenks,52,Moderate,1,Good,31,Good,2,Good,52,Moderate,35.9981,-95.9736,PM2.5 AQI Value
Romania,Jimbolia,67,Moderate,1,Good,40,Good,0,Good,67,Moderate,45.7931,20.7375,PM2.5 AQI Value
Philippines,Kabacan,63,Moderate,1,Good,28,Good,0,Good,63,Moderate,7.1167,124.8167,PM2.5 AQI Value
Afghanistan,Kabul,64,Moderate,0,Good,41,Good,0,Good,64,Moderate,34.5253,69.1783,PM2.5 AQI Value
Japan,Hadano,67,Moderate,1,Good,67,Moderate,1,Good,43,Good,35.3667,139.2167,Ozone AQI Value
United States of America,Hanford,58,Moderate,2,Good,12,Good,15,Good,58,Moderate,36.3274,-119.6549,PM2.5 AQI Value
Germany,Harsum,40,Good,0,Good,28,Good,2,Good,40,Good,52.2054,9.96,PM2.5 AQI Value
Belgium,Herstal,40,Good,1,Good,21,Good,5,Good,40,Good,50.6667,5.6333,PM2.5 AQI Value
Russian Federation,Kovdor,27,Good,1,Good,27,Good,0,Good,15,Good,67.5594,30.4667,Ozone AQI Value
Serbia,Kovin,87,Moderate,1,Good,41,Good,3,Good,87,Moderate,44.75,20.9667,PM2.5 AQI Value
Russian Federation,Kurgan,35,Good,1,Good,33,Good,0,Good,35,Good,55.4408,65.3411,PM2.5 AQI Value
United States of America,La Riviera,68,Moderate,2,Good,30,Good,12,Good,68,Moderate,38.5683,-121.3544,PM2.5 AQI Value
Azerbaijan,Tovuz,41,Good,1,Good,36,Good,0,Good,41,Good,40.9922,45.6289,PM2.5 AQI Value
Japan,Toyooka,40,Good,1,Good,40,Good,0,Good,27,Good,35.55,134.8167,Ozone AQI Value
Australia,Traralgon,16,Good,0,Good,15,Good,7,Good,16,Good,-38.1958,146.5403,PM2.5 AQI Value
Japan,Tsubame,67,Moderate,3,Good,42,Good,5,Good,67,Moderate,37.6731,138.8822,PM2.5 AQI Value
United States of America,Tuskegee,59,Moderate,2,Good,26,Good,6,Good,59,Moderate,32.4409,-85.7131,PM2.5 AQI Value
Netherlands,Tynaarlo,34,Good,1,Good,32,Good,3,Good,34,Good,53.0833,6.5833,PM2.5 AQI Value
Italy,Fermo,53,Moderate,2,Good,36,Good,8,Good,53,Moderate,43.1608,13.7158,PM2.5 AQI Value
nan,Ficarazzi,40,Good,1,Good,40,Good,2,Good,30,Good,38.0833,13.4667,Ozone AQI Value
Comoros,Fomboni,26,Good,0,Good,26,Good,0,Good,23,Good,-12.28,43.7425,Ozone AQI Value
Bangladesh,Habiganj,61,Moderate,3,Good,35,Good,2,Good,61,Moderate,24.3808,91.4144,PM2.5 AQI Value
United States of America,Amarillo,64,Moderate,1,Good,23,Good,3,Good,64,Moderate,35.1984,-101.8316,PM2.5 AQI Value
Germany,Amberg,42,Good,1,Good,35,Good,2,Good,42,Good,49.4444,11.8483,PM2.5 AQI Value
United States of America,Anaheim,92,Moderate,3,Good,11,Good,31,Good,92,Moderate,33.839,-117.8574,PM2.5 AQI Value
Chile,Antofagasta,56,Moderate,1,Good,14,Good,2,Good,56,Moderate,-23.65,-70.4,PM2.5 AQI Value
Belgium,Antwerp,39,Good,1,Good,30,Good,3,Good,39,Good,51.2178,4.4003,PM2.5 AQI Value
Italy,Avigliana,66,Moderate,1,Good,36,Good,1,Good,66,Moderate,45.0779,7.3984,PM2.5 AQI Value
Turkey,Babaeski,42,Good,1,Good,42,Good,0,Good,14,Good,41.4325,27.0931,Ozone AQI Value
China,Baiyin,91,Moderate,1,Good,91,Moderate,0,Good,72,Moderate,36.5448,104.1766,Ozone AQI Value
Russian Federation,Balashov,37,Good,1,Good,37,Good,0,Good,26,Good,51.5469,43.1733,Ozone AQI Value
Brazil,Balsas,50,Good,1,Good,10,Good,0,Good,50,Good,-7.5328,-46.0358,PM2.5 AQI Value
Venezuela (Bolivarian Republic of),Barcelona,163,Unhealthy,4,Good,8,Good,8,Good,163,Unhealthy,41.3825,2.1769,PM2.5 AQI Value
Venezuela (Bolivarian Republic of),Barcelona,163,Unhealthy,4,Good,8,Good,8,Good,163,Unhealthy,10.1333,-64.6833,PM2.5 AQI Value
Venezuela (Bolivarian Republic of),Barcelona,163,Unhealthy,4,Good,8,Good,8,Good,163,Unhealthy,12.8694,124.1419,PM2.5 AQI Value
